"id";"id_registro";"fecha";"linea";"op";"variable";"identificador";"duplo";"tipo_vigilancia";"tipo_herramienta";"vigil_preav";"vigil_restan";"vigil_nomin";"valor";"enviado"
"1";"100001";"02/07/2021 10:02";"CC07";"OP110A1";"160_SP1";"11011";"3";"2";"200";"50";"5048";"8108";"0";
"2";"100002";"02/07/2021 10:02";"CC07";"OP110A1";"161_ALMACEN1_1";"11001";"1";"2";"120";"50";"14743";"16447";"0";
"3";"100003";"02/07/2021 10:02";"CC07";"OP110A1";"162_ALMACEN1_2";"0";"0";"0";"0";"0";"0";"0";"0";
"4";"100004";"02/07/2021 10:02";"CC07";"OP110A1";"163_ALMACEN1_3";"11002";"1";"2";"120";"400";"2929";"70000";"0";
"5";"100005";"02/07/2021 10:02";"CC07";"OP110A1";"164_ALMACEN1_4";"0";"0";"0";"0";"0";"0";"0";"0";
"6";"100006";"02/07/2021 10:02";"CC07";"OP110A1";"165_ALMACEN1_5";"11003";"1";"2";"120";"50";"82902";"150000";"0";
"7";"100007";"02/07/2021 10:02";"CC07";"OP110A1";"166_ALMACEN1_6";"11004";"1";"2";"120";"50";"107902";"175000";"0";
"8";"100008";"02/07/2021 10:02";"CC07";"OP110A1";"167_ALMACEN1_7";"11005";"1";"2";"120";"50";"53075";"90000";"0";
"9";"100009";"02/07/2021 10:02";"CC07";"OP110A1";"168_ALMACEN1_8";"0";"0";"0";"0";"0";"0";"0";"0";
"10";"100010";"02/07/2021 10:02";"CC07";"OP110A1";"169_ALMACEN1_9";"11001";"2";"2";"120";"50";"13518";"16447";"0";
"11";"100011";"02/07/2021 10:02";"CC07";"OP110A1";"170_ALMACEN1_10";"0";"0";"0";"0";"0";"0";"0";"0";
"12";"100012";"02/07/2021 10:02";"CC07";"OP110A1";"171_ALMACEN1_11";"11002";"2";"2";"120";"50";"1922";"70000";"0";
"13";"100013";"02/07/2021 10:02";"CC07";"OP110A1";"172_ALMACEN1_12";"0";"0";"0";"0";"0";"0";"0";"0";
"14";"100014";"02/07/2021 10:02";"CC07";"OP110A1";"173_ALMACEN1_13";"11003";"2";"2";"120";"50";"81895";"150000";"0";
"15";"100015";"02/07/2021 10:02";"CC07";"OP110A1";"174_ALMACEN1_14";"11004";"2";"2";"120";"50";"106778";"175000";"0";
"16";"100016";"02/07/2021 10:02";"CC07";"OP110A1";"175_ALMACEN1_15";"11005";"2";"2";"120";"50";"52068";"90000";"0";
"17";"100017";"02/07/2021 10:02";"CC07";"OP110A1";"176_ALMACEN1_16";"11006";"1";"2";"200";"50";"2657";"7000";"0";
"18";"100018";"02/07/2021 10:02";"CC07";"OP110A1";"177_ALMACEN1_17";"11007";"1";"2";"200";"50";"3159";"4500";"0";
"19";"100019";"02/07/2021 10:02";"CC07";"OP110A1";"178_ALMACEN1_18";"11008";"1";"2";"200";"50";"1636";"2100";"0";
"20";"100020";"02/07/2021 10:02";"CC07";"OP110A1";"179_ALMACEN1_19";"11009";"2";"2";"240";"50";"523";"4500";"0";
"21";"100021";"02/07/2021 10:02";"CC07";"OP110A1";"180_ALMACEN1_20";"11010";"1";"2";"200";"50";"686";"1150";"0";
"22";"100022";"02/07/2021 10:02";"CC07";"OP110A1";"181_ALMACEN1_21";"0";"0";"0";"0";"0";"0";"0";"0";
"23";"100023";"02/07/2021 10:02";"CC07";"OP110A1";"182_ALMACEN1_22";"0";"0";"2";"0";"0";"0";"12000";"0";
"24";"100024";"02/07/2021 10:02";"CC07";"OP110A1";"183_ALMACEN1_23";"11013";"1";"2";"200";"50";"687";"1150";"0";
"25";"100025";"02/07/2021 10:02";"CC07";"OP110A1";"184_ALMACEN1_24";"11006";"2";"2";"200";"50";"1651";"7000";"0";
"26";"100026";"02/07/2021 10:02";"CC07";"OP110A1";"185_ALMACEN1_25";"11007";"2";"2";"200";"50";"2405";"4500";"0";
"27";"100027";"02/07/2021 10:02";"CC07";"OP110A1";"186_ALMACEN1_26";"11008";"2";"2";"200";"50";"1623";"2100";"0";
"28";"100028";"02/07/2021 10:02";"CC07";"OP110A1";"187_ALMACEN1_27";"11009";"3";"2";"240";"50";"26";"4500";"0";
"29";"100029";"02/07/2021 10:02";"CC07";"OP110A1";"188_ALMACEN1_28";"11010";"2";"2";"200";"50";"673";"1150";"0";
"30";"100030";"02/07/2021 10:02";"CC07";"OP110A1";"189_ALMACEN1_29";"0";"0";"0";"0";"0";"0";"0";"0";
"31";"100031";"02/07/2021 10:02";"CC07";"OP110A1";"190_ALMACEN1_30";"0";"0";"0";"240";"0";"0";"0";"0";
"32";"100032";"02/07/2021 10:02";"CC07";"OP110A1";"191_ALMACEN1_31";"11013";"2";"2";"200";"50";"674";"1150";"0";
"33";"100033";"02/07/2021 10:02";"CC07";"OP110A1";"192_ALMACEN1_32";"11014";"1";"2";"240";"50";"685";"1148";"0";
"34";"100034";"02/07/2021 10:02";"CC07";"OP110A1";"193_ALMACEN1_33";"11015";"1";"2";"200";"50";"1487";"1950";"0";
"35";"100035";"02/07/2021 10:02";"CC07";"OP110A1";"194_ALMACEN1_34";"11016";"1";"2";"200";"50";"2787";"3250";"0";
"36";"100036";"02/07/2021 10:02";"CC07";"OP110A1";"195_ALMACEN1_35";"11017";"1";"2";"240";"50";"2679";"5000";"0";
"37";"100037";"02/07/2021 10:02";"CC07";"OP110A1";"196_ALMACEN1_36";"0";"0";"0";"0";"0";"0";"0";"0";
"38";"100038";"02/07/2021 10:02";"CC07";"OP110A1";"197_ALMACEN1_37";"11019";"1";"2";"120";"50";"82915";"150000";"0";
"39";"100039";"02/07/2021 10:02";"CC07";"OP110A1";"198_ALMACEN1_38";"11020";"1";"2";"200";"50";"2980";"9000";"0";
"40";"100041";"02/07/2021 10:02";"CC07";"OP110A1";"199_ALMACEN1_39";"11021";"1";"2";"250";"50";"10334";"15000";"0";
"41";"100042";"02/07/2021 10:02";"CC07";"OP110A1";"200_ALMACEN1_40";"11014";"2";"2";"240";"50";"672";"1148";"0";
"42";"100043";"02/07/2021 10:02";"CC07";"OP110A1";"201_ALMACEN1_41";"11015";"2";"2";"200";"50";"1474";"1950";"0";
"43";"100044";"02/07/2021 10:02";"CC07";"OP110A1";"202_ALMACEN1_42";"11016";"2";"2";"200";"50";"1867";"3250";"0";
"44";"100045";"02/07/2021 10:02";"CC07";"OP110A1";"203_ALMACEN1_43";"11017";"2";"2";"240";"50";"2073";"5000";"0";
"45";"100046";"02/07/2021 10:02";"CC07";"OP110A1";"204_ALMACEN1_44";"0";"0";"0";"0";"0";"0";"0";"0";
"46";"100047";"02/07/2021 10:02";"CC07";"OP110A1";"205_ALMACEN1_45";"11019";"2";"2";"120";"50";"81905";"150000";"0";
"47";"100048";"02/07/2021 10:02";"CC07";"OP110A1";"206_ALMACEN1_46";"11020";"2";"2";"200";"50";"6608";"9000";"0";
"48";"100049";"02/07/2021 10:02";"CC07";"OP110A1";"207_ALMACEN1_47";"11021";"2";"2";"250";"50";"9353";"15000";"0";
"49";"100050";"02/07/2021 10:02";"CC07";"OP110A1";"208_ALMACEN1_48";"11022";"1";"2";"200";"50";"3006";"15750";"0";
"50";"100051";"02/07/2021 10:02";"CC07";"OP110A1";"209_ALMACEN1_49";"11023";"1";"2";"250";"50";"36071";"70000";"0";
"51";"100052";"02/07/2021 10:02";"CC07";"OP110A1";"210_ALMACEN1_50";"11024";"1";"2";"120";"50";"14495";"30000";"0";
"52";"100053";"02/07/2021 10:02";"CC07";"OP110A1";"211_ALMACEN1_51";"0";"0";"0";"0";"0";"0";"0";"0";
"53";"100054";"02/07/2021 10:02";"CC07";"OP110A1";"212_ALMACEN1_52";"11025";"1";"2";"120";"50";"11470";"26300";"0";
"54";"100055";"02/07/2021 10:02";"CC07";"OP110A1";"213_ALMACEN1_53";"0";"0";"0";"0";"0";"0";"0";"0";
"55";"100056";"02/07/2021 10:02";"CC07";"OP110A1";"214_ALMACEN1_54";"0";"0";"0";"0";"0";"0";"0";"0";
"56";"100057";"02/07/2021 10:02";"CC07";"OP110A1";"215_ALMACEN1_55";"0";"0";"0";"0";"0";"0";"0";"0";
"57";"100058";"02/07/2021 10:02";"CC07";"OP110A1";"216_ALMACEN1_56";"11022";"2";"2";"200";"50";"2055";"15750";"0";
"58";"100059";"02/07/2021 10:02";"CC07";"OP110A1";"217_ALMACEN1_57";"11023";"2";"2";"250";"50";"35061";"70000";"0";
"59";"100060";"02/07/2021 10:02";"CC07";"OP110A1";"218_ALMACEN1_58";"11024";"2";"2";"120";"50";"13508";"30000";"0";
"60";"100061";"02/07/2021 10:02";"CC07";"OP110A1";"219_ALMACEN1_59";"0";"0";"0";"0";"0";"0";"0";"0";
"61";"100062";"02/07/2021 10:02";"CC07";"OP110A1";"220_ALMACEN1_60";"11025";"2";"2";"120";"50";"20316";"26300";"0";
"62";"100063";"02/07/2021 10:02";"CC07";"OP110A1";"221_ALMACEN1_61";"0";"0";"0";"0";"0";"0";"0";"0";
"63";"100064";"02/07/2021 10:02";"CC07";"OP110A1";"222_ALMACEN1_62";"0";"0";"0";"0";"0";"0";"0";"0";
"64";"100065";"02/07/2021 10:02";"CC07";"OP110A1";"223_ALMACEN1_63";"0";"0";"0";"0";"0";"0";"0";"0";
"65";"100066";"02/07/2021 10:02";"CC07";"OP110A1";"224_ALMACEN1_64";"0";"0";"0";"0";"0";"0";"0";"0";
"66";"100067";"02/07/2021 10:02";"CC07";"OP110A1";"225_ALMACEN1_65";"0";"0";"0";"0";"0";"0";"0";"0";
"67";"100068";"02/07/2021 10:02";"CC07";"OP110A1";"226_ALMACEN1_66";"0";"0";"0";"0";"0";"0";"0";"0";
"68";"100069";"02/07/2021 10:02";"CC07";"OP110A1";"227_ALMACEN1_67";"0";"0";"0";"0";"0";"0";"0";"0";
"69";"100070";"02/07/2021 10:02";"CC07";"OP110A1";"228_ALMACEN1_68";"0";"0";"0";"0";"0";"0";"0";"0";
"70";"100071";"02/07/2021 10:02";"CC07";"OP110A1";"229_ALMACEN1_69";"0";"0";"0";"0";"0";"0";"0";"0";
"71";"100072";"02/07/2021 10:02";"CC07";"OP110A1";"230_ALMACEN1_70";"0";"0";"0";"0";"0";"0";"0";"0";
"72";"100073";"02/07/2021 10:02";"CC07";"OP110A1";"231_ALMACEN1_71";"11026";"1";"0";"710";"0";"0";"0";"0";
"73";"100074";"02/07/2021 10:02";"CC07";"OP110A1";"232_ALMACEN1_72";"0";"0";"0";"0";"0";"0";"0";"0";
"74";"100075";"02/07/2021 10:02";"CC07";"OP110A1";"233_ALMACEN1_73";"0";"0";"0";"0";"0";"0";"0";"0";
"75";"100076";"02/07/2021 10:02";"CC07";"OP110A1";"234_ALMACEN1_74";"0";"0";"0";"0";"0";"0";"0";"0";
"76";"100077";"02/07/2021 10:02";"CC07";"OP110A1";"235_ALMACEN1_75";"0";"0";"0";"0";"0";"0";"0";"0";
"77";"100078";"02/07/2021 10:02";"CC07";"OP110A1";"236_ALMACEN1_76";"0";"0";"0";"0";"0";"0";"0";"0";
"78";"100079";"02/07/2021 10:02";"CC07";"OP110A1";"237_ALMACEN1_77";"0";"0";"0";"0";"0";"0";"0";"0";
"79";"100080";"02/07/2021 10:02";"CC07";"OP110A1";"238_ALMACEN1_78";"0";"0";"0";"0";"0";"0";"0";"0";
"80";"100081";"02/07/2021 10:02";"CC07";"OP110A1";"239_ALMACEN1_79";"11026";"2";"0";"710";"0";"0";"0";"0";
"81";"100082";"02/07/2021 10:02";"CC07";"OP110A1";"240_ALMACEN1_80";"0";"0";"0";"0";"0";"0";"0";"0";
"82";"101001";"02/07/2021 10:03";"CC07";"OP110A2";"160_SP1";"11001";"1";"2";"120";"50";"11503";"16447";"0";
"83";"101002";"02/07/2021 10:03";"CC07";"OP110A2";"161_ALMACEN1_1";"0";"0";"0";"0";"0";"0";"0";"0";
"84";"101003";"02/07/2021 10:03";"CC07";"OP110A2";"162_ALMACEN1_2";"0";"0";"0";"0";"0";"0";"0";"0";
"85";"101004";"02/07/2021 10:03";"CC07";"OP110A2";"163_ALMACEN1_3";"11002";"3";"2";"120";"50";"15848";"70000";"0";
"86";"101005";"02/07/2021 10:03";"CC07";"OP110A2";"164_ALMACEN1_4";"0";"0";"0";"0";"0";"0";"0";"0";
"87";"101006";"02/07/2021 10:03";"CC07";"OP110A2";"165_ALMACEN1_5";"11003";"1";"2";"120";"50";"95911";"150000";"0";
"88";"101007";"02/07/2021 10:03";"CC07";"OP110A2";"166_ALMACEN1_6";"11004";"1";"2";"120";"50";"120917";"175000";"0";
"89";"101008";"02/07/2021 10:03";"CC07";"OP110A2";"167_ALMACEN1_7";"11005";"1";"2";"120";"50";"65245";"90000";"0";
"90";"101009";"02/07/2021 10:03";"CC07";"OP110A2";"168_ALMACEN1_8";"0";"0";"0";"0";"0";"0";"0";"0";
"91";"101010";"02/07/2021 10:03";"CC07";"OP110A2";"169_ALMACEN1_9";"0";"0";"0";"0";"0";"0";"0";"0";
"92";"101011";"02/07/2021 10:03";"CC07";"OP110A2";"170_ALMACEN1_10";"0";"0";"0";"0";"0";"0";"0";"0";
"93";"101012";"02/07/2021 10:03";"CC07";"OP110A2";"171_ALMACEN1_11";"11002";"2";"2";"120";"50";"15795";"70000";"0";
"94";"101013";"02/07/2021 10:03";"CC07";"OP110A2";"172_ALMACEN1_12";"0";"0";"0";"0";"0";"0";"0";"0";
"95";"101014";"02/07/2021 10:03";"CC07";"OP110A2";"173_ALMACEN1_13";"11003";"2";"2";"120";"50";"95858";"150000";"0";
"96";"101015";"02/07/2021 10:03";"CC07";"OP110A2";"174_ALMACEN1_14";"11004";"2";"2";"120";"50";"120861";"175000";"0";
"97";"101016";"02/07/2021 10:03";"CC07";"OP110A2";"175_ALMACEN1_15";"11005";"2";"2";"120";"50";"65192";"90000";"0";
"98";"101017";"02/07/2021 10:03";"CC07";"OP110A2";"176_ALMACEN1_16";"11006";"1";"2";"200";"50";"1219";"7000";"0";
"99";"101018";"02/07/2021 10:03";"CC07";"OP110A2";"177_ALMACEN1_17";"11007";"1";"2";"200";"50";"2964";"4500";"0";
"100";"101019";"02/07/2021 10:03";"CC07";"OP110A2";"178_ALMACEN1_18";"11008";"1";"2";"200";"50";"367";"2100";"0";
"101";"101020";"02/07/2021 10:03";"CC07";"OP110A2";"179_ALMACEN1_19";"11009";"1";"2";"240";"50";"1356";"4500";"0";
"102";"101021";"02/07/2021 10:03";"CC07";"OP110A2";"180_ALMACEN1_20";"11010";"3";"2";"200";"50";"920";"1150";"0";
"103";"101022";"02/07/2021 10:03";"CC07";"OP110A2";"181_ALMACEN1_21";"11011";"1";"2";"200";"50";"7878";"8108";"0";
"104";"101023";"02/07/2021 10:03";"CC07";"OP110A2";"182_ALMACEN1_22";"11012";"1";"2";"240";"50";"7310";"12000";"0";
"105";"101024";"02/07/2021 10:03";"CC07";"OP110A2";"183_ALMACEN1_23";"11013";"1";"2";"200";"50";"920";"1150";"0";
"106";"101025";"02/07/2021 10:03";"CC07";"OP110A2";"184_ALMACEN1_24";"11006";"2";"2";"200";"50";"1218";"7000";"0";
"107";"101026";"02/07/2021 10:03";"CC07";"OP110A2";"185_ALMACEN1_25";"11007";"2";"2";"200";"50";"1897";"4500";"0";
"108";"101027";"02/07/2021 10:03";"CC07";"OP110A2";"186_ALMACEN1_26";"11008";"2";"2";"200";"50";"367";"2100";"0";
"109";"101028";"02/07/2021 10:03";"CC07";"OP110A2";"187_ALMACEN1_27";"11009";"2";"2";"240";"50";"2964";"4500";"0";
"110";"101029";"02/07/2021 10:03";"CC07";"OP110A2";"188_ALMACEN1_28";"11010";"2";"2";"200";"50";"920";"1150";"0";
"111";"101030";"02/07/2021 10:03";"CC07";"OP110A2";"189_ALMACEN1_29";"11011";"2";"2";"200";"50";"1919";"8108";"0";
"112";"101031";"02/07/2021 10:03";"CC07";"OP110A2";"190_ALMACEN1_30";"11012";"2";"2";"240";"50";"7309";"12000";"0";
"113";"101032";"02/07/2021 10:03";"CC07";"OP110A2";"191_ALMACEN1_31";"11013";"2";"2";"200";"50";"920";"1150";"0";
"114";"101033";"02/07/2021 10:03";"CC07";"OP110A2";"192_ALMACEN1_32";"11014";"1";"2";"240";"50";"918";"1148";"0";
"115";"101034";"02/07/2021 10:03";"CC07";"OP110A2";"193_ALMACEN1_33";"11015";"1";"2";"200";"50";"414";"1950";"0";
"116";"101035";"02/07/2021 10:03";"CC07";"OP110A2";"194_ALMACEN1_34";"11016";"1";"2";"200";"50";"2340";"3250";"0";
"117";"101036";"02/07/2021 10:03";"CC07";"OP110A2";"195_ALMACEN1_35";"11017";"1";"2";"240";"50";"2073";"5000";"0";
"118";"101037";"02/07/2021 10:03";"CC07";"OP110A2";"196_ALMACEN1_36";"11018";"1";"2";"240";"50";"2659";"5052";"0";
"119";"101038";"02/07/2021 10:03";"CC07";"OP110A2";"197_ALMACEN1_37";"11019";"1";"2";"120";"50";"95864";"150000";"0";
"120";"101039";"02/07/2021 10:03";"CC07";"OP110A2";"198_ALMACEN1_38";"11020";"1";"2";"200";"50";"7464";"9000";"0";
"121";"101041";"02/07/2021 10:03";"CC07";"OP110A2";"199_ALMACEN1_39";"11021";"1";"2";"250";"50";"4741";"15000";"0";
"122";"101042";"02/07/2021 10:03";"CC07";"OP110A2";"200_ALMACEN1_40";"11014";"2";"2";"240";"50";"918";"1148";"0";
"123";"101043";"02/07/2021 10:03";"CC07";"OP110A2";"201_ALMACEN1_41";"11015";"2";"2";"200";"50";"824";"1950";"0";
"124";"101044";"02/07/2021 10:03";"CC07";"OP110A2";"202_ALMACEN1_42";"11016";"2";"2";"200";"50";"2340";"3250";"0";
"125";"101045";"02/07/2021 10:03";"CC07";"OP110A2";"203_ALMACEN1_43";"11017";"2";"2";"240";"50";"2073";"5000";"0";
"126";"101046";"02/07/2021 10:03";"CC07";"OP110A2";"204_ALMACEN1_44";"11018";"2";"2";"240";"50";"2659";"5052";"0";
"127";"101047";"02/07/2021 10:03";"CC07";"OP110A2";"205_ALMACEN1_45";"11019";"2";"2";"120";"50";"95810";"150000";"0";
"128";"101048";"02/07/2021 10:03";"CC07";"OP110A2";"206_ALMACEN1_46";"11020";"2";"2";"200";"50";"1979";"9000";"0";
"129";"101049";"02/07/2021 10:03";"CC07";"OP110A2";"207_ALMACEN1_47";"11021";"2";"2";"250";"50";"4354";"15000";"0";
"130";"101050";"02/07/2021 10:03";"CC07";"OP110A2";"208_ALMACEN1_48";"11022";"1";"2";"200";"50";"8643";"15750";"0";
"131";"101051";"02/07/2021 10:03";"CC07";"OP110A2";"209_ALMACEN1_49";"11023";"1";"2";"250";"50";"46664";"70000";"0";
"132";"101052";"02/07/2021 10:03";"CC07";"OP110A2";"210_ALMACEN1_50";"11024";"1";"2";"120";"50";"16155";"30000";"0";
"133";"101053";"02/07/2021 10:03";"CC07";"OP110A2";"211_ALMACEN1_51";"0";"0";"0";"0";"0";"0";"0";"0";
"134";"101054";"02/07/2021 10:03";"CC07";"OP110A2";"212_ALMACEN1_52";"11025";"1";"2";"120";"50";"24508";"26300";"0";
"135";"101055";"02/07/2021 10:03";"CC07";"OP110A2";"213_ALMACEN1_53";"0";"0";"0";"0";"0";"0";"0";"0";
"136";"101056";"02/07/2021 10:03";"CC07";"OP110A2";"214_ALMACEN1_54";"0";"0";"0";"0";"0";"0";"0";"0";
"137";"101057";"02/07/2021 10:03";"CC07";"OP110A2";"215_ALMACEN1_55";"0";"0";"0";"0";"0";"0";"0";"0";
"138";"101058";"02/07/2021 10:03";"CC07";"OP110A2";"216_ALMACEN1_56";"11022";"2";"2";"200";"50";"8641";"15750";"0";
"139";"101059";"02/07/2021 10:03";"CC07";"OP110A2";"217_ALMACEN1_57";"11023";"2";"2";"250";"50";"46610";"70000";"0";
"140";"101060";"02/07/2021 10:03";"CC07";"OP110A2";"218_ALMACEN1_58";"11024";"4";"2";"120";"50";"16120";"30000";"0";
"141";"101061";"02/07/2021 10:03";"CC07";"OP110A2";"219_ALMACEN1_59";"0";"0";"0";"0";"0";"0";"0";"0";
"142";"101062";"02/07/2021 10:03";"CC07";"OP110A2";"220_ALMACEN1_60";"11025";"2";"2";"120";"50";"24834";"26300";"0";
"143";"101063";"02/07/2021 10:03";"CC07";"OP110A2";"221_ALMACEN1_61";"0";"0";"0";"0";"0";"0";"0";"0";
"144";"101064";"02/07/2021 10:03";"CC07";"OP110A2";"222_ALMACEN1_62";"0";"0";"0";"0";"0";"0";"0";"0";
"145";"101065";"02/07/2021 10:03";"CC07";"OP110A2";"223_ALMACEN1_63";"0";"0";"0";"0";"0";"0";"0";"0";
"146";"101066";"02/07/2021 10:03";"CC07";"OP110A2";"224_ALMACEN1_64";"0";"0";"0";"0";"0";"0";"0";"0";
"147";"101067";"02/07/2021 10:03";"CC07";"OP110A2";"225_ALMACEN1_65";"0";"0";"0";"0";"0";"0";"0";"0";
"148";"101068";"02/07/2021 10:03";"CC07";"OP110A2";"226_ALMACEN1_66";"0";"0";"0";"0";"0";"0";"0";"0";
"149";"101069";"02/07/2021 10:03";"CC07";"OP110A2";"227_ALMACEN1_67";"0";"0";"0";"0";"0";"0";"0";"0";
"150";"101070";"02/07/2021 10:03";"CC07";"OP110A2";"228_ALMACEN1_68";"0";"0";"0";"0";"0";"0";"0";"0";
"151";"101071";"02/07/2021 10:03";"CC07";"OP110A2";"229_ALMACEN1_69";"0";"0";"0";"0";"0";"0";"0";"0";
"152";"101072";"02/07/2021 10:03";"CC07";"OP110A2";"230_ALMACEN1_70";"0";"0";"0";"0";"0";"0";"0";"0";
"153";"101073";"02/07/2021 10:03";"CC07";"OP110A2";"231_ALMACEN1_71";"11026";"3";"0";"710";"0";"0";"0";"0";
"154";"101074";"02/07/2021 10:03";"CC07";"OP110A2";"232_ALMACEN1_72";"0";"0";"0";"0";"0";"0";"0";"0";
"155";"101075";"02/07/2021 10:03";"CC07";"OP110A2";"233_ALMACEN1_73";"0";"0";"0";"0";"0";"0";"0";"0";
"156";"101076";"02/07/2021 10:03";"CC07";"OP110A2";"234_ALMACEN1_74";"0";"0";"0";"0";"0";"0";"0";"0";
"157";"101077";"02/07/2021 10:03";"CC07";"OP110A2";"235_ALMACEN1_75";"0";"0";"0";"0";"0";"0";"0";"0";
"158";"101078";"02/07/2021 10:03";"CC07";"OP110A2";"236_ALMACEN1_76";"0";"0";"0";"0";"0";"0";"0";"0";
"159";"101079";"02/07/2021 10:03";"CC07";"OP110A2";"237_ALMACEN1_77";"0";"0";"0";"0";"0";"0";"0";"0";
"160";"101080";"02/07/2021 10:03";"CC07";"OP110A2";"238_ALMACEN1_78";"0";"0";"0";"0";"0";"0";"0";"0";
"161";"101081";"02/07/2021 10:03";"CC07";"OP110A2";"239_ALMACEN1_79";"0";"0";"0";"0";"0";"0";"0";"0";
"162";"101082";"02/07/2021 10:03";"CC07";"OP110A2";"240_ALMACEN1_80";"0";"0";"0";"0";"0";"0";"0";"0";
"163";"102001";"02/07/2021 10:04";"CC07";"OP110B1";"160_SP1";"11001";"1";"2";"120";"50";"9121";"16447";"0";
"164";"102002";"02/07/2021 10:04";"CC07";"OP110B1";"161_ALMACEN1_1";"0";"0";"0";"0";"0";"0";"0";"0";
"165";"102003";"02/07/2021 10:04";"CC07";"OP110B1";"162_ALMACEN1_2";"0";"0";"0";"0";"0";"0";"0";"0";
"166";"102004";"02/07/2021 10:04";"CC07";"OP110B1";"163_ALMACEN1_3";"11002";"1";"2";"120";"50";"67034";"70000";"0";
"167";"102005";"02/07/2021 10:04";"CC07";"OP110B1";"164_ALMACEN1_4";"0";"0";"0";"0";"0";"0";"0";"0";
"168";"102006";"02/07/2021 10:04";"CC07";"OP110B1";"165_ALMACEN1_5";"11003";"1";"2";"120";"50";"77149";"150000";"0";
"169";"102007";"02/07/2021 10:04";"CC07";"OP110B1";"166_ALMACEN1_6";"11004";"1";"2";"120";"50";"102445";"175000";"0";
"170";"102008";"02/07/2021 10:04";"CC07";"OP110B1";"167_ALMACEN1_7";"11005";"1";"2";"120";"50";"46949";"90000";"0";
"171";"102009";"02/07/2021 10:04";"CC07";"OP110B1";"168_ALMACEN1_8";"0";"0";"0";"0";"0";"0";"0";"0";
"172";"102010";"02/07/2021 10:04";"CC07";"OP110B1";"169_ALMACEN1_9";"0";"0";"0";"0";"0";"0";"0";"0";
"173";"102011";"02/07/2021 10:04";"CC07";"OP110B1";"170_ALMACEN1_10";"0";"0";"0";"0";"0";"0";"0";"0";
"174";"102012";"02/07/2021 10:04";"CC07";"OP110B1";"171_ALMACEN1_11";"11002";"2";"2";"120";"50";"67033";"70000";"0";
"175";"102013";"02/07/2021 10:04";"CC07";"OP110B1";"172_ALMACEN1_12";"0";"0";"0";"0";"0";"0";"0";"0";
"176";"102014";"02/07/2021 10:04";"CC07";"OP110B1";"173_ALMACEN1_13";"11003";"2";"2";"120";"50";"77134";"150000";"0";
"177";"102015";"02/07/2021 10:04";"CC07";"OP110B1";"174_ALMACEN1_14";"11004";"2";"2";"120";"50";"102430";"175000";"0";
"178";"102016";"02/07/2021 10:04";"CC07";"OP110B1";"175_ALMACEN1_15";"11005";"2";"2";"120";"50";"46934";"90000";"0";
"179";"102017";"02/07/2021 10:04";"CC07";"OP110B1";"176_ALMACEN1_16";"11006";"1";"2";"200";"50";"3355";"7000";"0";
"180";"102018";"02/07/2021 10:04";"CC07";"OP110B1";"177_ALMACEN1_17";"11007";"1";"2";"200";"50";"2371";"4500";"0";
"181";"102019";"02/07/2021 10:04";"CC07";"OP110B1";"178_ALMACEN1_18";"11008";"1";"2";"200";"50";"1317";"2100";"0";
"182";"102020";"02/07/2021 10:04";"CC07";"OP110B1";"179_ALMACEN1_19";"11009";"1";"2";"240";"50";"855";"4500";"0";
"183";"102021";"02/07/2021 10:04";"CC07";"OP110B1";"180_ALMACEN1_20";"11010";"1";"2";"200";"50";"411";"1150";"0";
"184";"102022";"02/07/2021 10:04";"CC07";"OP110B1";"181_ALMACEN1_21";"11011";"1";"2";"200";"50";"7369";"8108";"0";
"185";"102023";"02/07/2021 10:04";"CC07";"OP110B1";"182_ALMACEN1_22";"11012";"1";"2";"240";"50";"284";"12000";"0";
"186";"102024";"02/07/2021 10:04";"CC07";"OP110B1";"183_ALMACEN1_23";"11013";"1";"2";"200";"50";"411";"1150";"0";
"187";"102025";"02/07/2021 10:04";"CC07";"OP110B1";"184_ALMACEN1_24";"11006";"2";"2";"200";"50";"3355";"7000";"0";
"188";"102026";"02/07/2021 10:04";"CC07";"OP110B1";"185_ALMACEN1_25";"11007";"2";"2";"200";"50";"2371";"4500";"0";
"189";"102027";"02/07/2021 10:04";"CC07";"OP110B1";"186_ALMACEN1_26";"11008";"2";"2";"200";"50";"1361";"2100";"0";
"190";"102028";"02/07/2021 10:04";"CC07";"OP110B1";"187_ALMACEN1_27";"11009";"2";"2";"240";"50";"1198";"4500";"0";
"191";"102029";"02/07/2021 10:04";"CC07";"OP110B1";"188_ALMACEN1_28";"11010";"2";"2";"200";"50";"411";"1150";"0";
"192";"102030";"02/07/2021 10:04";"CC07";"OP110B1";"189_ALMACEN1_29";"11011";"2";"2";"200";"50";"7369";"8108";"0";
"193";"102031";"02/07/2021 10:04";"CC07";"OP110B1";"190_ALMACEN1_30";"11012";"2";"2";"240";"50";"265";"12000";"0";
"194";"102032";"02/07/2021 10:04";"CC07";"OP110B1";"191_ALMACEN1_31";"11013";"2";"2";"200";"50";"411";"1150";"0";
"195";"102033";"02/07/2021 10:04";"CC07";"OP110B1";"192_ALMACEN1_32";"11014";"1";"2";"240";"50";"409";"1148";"0";
"196";"102034";"02/07/2021 10:04";"CC07";"OP110B1";"193_ALMACEN1_33";"11015";"1";"2";"200";"50";"1211";"1950";"0";
