"id";"id_registro";"fecha";"linea";"op";"variable";"identificador";"duplo";"tipo_vigilancia";"tipo_herramienta";"vigil_preav";"vigil_restan";"vigil_nomin";"valor";"enviado"
"996";"112024";"02/07/2021 10:17";"CC07";"OP410A";"183_ALMACEN1_23";"0";"0";"0";"0";"0";"0";"0";"0";
"997";"112025";"02/07/2021 10:17";"CC07";"OP410A";"184_ALMACEN1_24";"0";"0";"0";"0";"0";"0";"0";"0";
"998";"112026";"02/07/2021 10:17";"CC07";"OP410A";"185_ALMACEN1_25";"41009";"2";"2";"200";"50";"7828";"9350";"0";
"999";"112027";"02/07/2021 10:17";"CC07";"OP410A";"186_ALMACEN1_26";"41010";"2";"2";"250";"50";"70746";"100000";"0";
"1000";"112028";"02/07/2021 10:17";"CC07";"OP410A";"187_ALMACEN1_27";"41011";"2";"2";"200";"50";"2267";"2850";"0";
"1001";"112029";"02/07/2021 10:17";"CC07";"OP410A";"188_ALMACEN1_28";"41012";"2";"2";"240";"50";"4859";"9876";"0";
"1002";"112030";"02/07/2021 10:17";"CC07";"OP410A";"189_ALMACEN1_29";"0";"0";"0";"0";"0";"0";"0";"0";
"1003";"112031";"02/07/2021 10:17";"CC07";"OP410A";"190_ALMACEN1_30";"41013";"2";"0";"710";"100";"992";"1000";"0";
"1004";"112032";"02/07/2021 10:17";"CC07";"OP410A";"191_ALMACEN1_31";"0";"0";"0";"0";"0";"0";"0";"0";
"1005";"112033";"02/07/2021 10:17";"CC07";"OP410A";"192_ALMACEN1_32";"0";"0";"0";"0";"0";"0";"0";"0";
"1006";"112034";"02/07/2021 10:17";"CC07";"OP410A";"193_ALMACEN1_33";"0";"0";"0";"0";"0";"0";"0";"0";
"1007";"112035";"02/07/2021 10:17";"CC07";"OP410A";"194_ALMACEN1_34";"0";"0";"0";"0";"0";"0";"0";"0";
"1008";"112036";"02/07/2021 10:17";"CC07";"OP410A";"195_ALMACEN1_35";"0";"0";"0";"0";"0";"0";"0";"0";
"1009";"112037";"02/07/2021 10:17";"CC07";"OP410A";"196_ALMACEN1_36";"0";"0";"0";"0";"0";"0";"0";"0";
"1010";"112038";"02/07/2021 10:17";"CC07";"OP410A";"197_ALMACEN1_37";"0";"0";"0";"0";"0";"0";"0";"0";
"1011";"112039";"02/07/2021 10:17";"CC07";"OP410A";"198_ALMACEN1_38";"0";"0";"0";"0";"0";"0";"0";"0";
"1012";"112041";"02/07/2021 10:17";"CC07";"OP410A";"199_ALMACEN1_39";"0";"0";"0";"0";"0";"0";"0";"0";
"1013";"112042";"02/07/2021 10:17";"CC07";"OP410A";"200_ALMACEN1_40";"0";"0";"0";"0";"0";"0";"0";"0";
"1014";"112043";"02/07/2021 10:17";"CC07";"OP410A";"201_ALMACEN1_41";"0";"0";"0";"0";"0";"0";"0";"0";
"1015";"112044";"02/07/2021 10:17";"CC07";"OP410A";"202_ALMACEN1_42";"0";"0";"0";"0";"0";"0";"0";"0";
"1016";"112045";"02/07/2021 10:17";"CC07";"OP410A";"203_ALMACEN1_43";"0";"0";"0";"0";"0";"0";"0";"0";
"1017";"112046";"02/07/2021 10:17";"CC07";"OP410A";"204_ALMACEN1_44";"0";"0";"0";"0";"0";"0";"0";"0";
"1018";"112047";"02/07/2021 10:17";"CC07";"OP410A";"205_ALMACEN1_45";"0";"0";"0";"0";"0";"0";"0";"0";
"1019";"112048";"02/07/2021 10:17";"CC07";"OP410A";"206_ALMACEN1_46";"0";"0";"0";"0";"0";"0";"0";"0";
"1020";"112049";"02/07/2021 10:17";"CC07";"OP410A";"207_ALMACEN1_47";"0";"0";"0";"0";"0";"0";"0";"0";
"1021";"112050";"02/07/2021 10:17";"CC07";"OP410A";"208_ALMACEN1_48";"0";"0";"0";"0";"0";"0";"0";"0";
"1022";"112051";"02/07/2021 10:17";"CC07";"OP410A";"209_ALMACEN1_49";"0";"0";"0";"0";"0";"0";"0";"0";
"1023";"112052";"02/07/2021 10:17";"CC07";"OP410A";"210_ALMACEN1_50";"0";"0";"0";"0";"0";"0";"0";"0";
"1024";"112053";"02/07/2021 10:17";"CC07";"OP410A";"211_ALMACEN1_51";"0";"0";"0";"0";"0";"0";"0";"0";
"1025";"112054";"02/07/2021 10:17";"CC07";"OP410A";"212_ALMACEN1_52";"0";"0";"0";"0";"0";"0";"0";"0";
"1026";"112055";"02/07/2021 10:17";"CC07";"OP410A";"213_ALMACEN1_53";"0";"0";"0";"0";"0";"0";"0";"0";
"1027";"112056";"02/07/2021 10:17";"CC07";"OP410A";"214_ALMACEN1_54";"0";"0";"0";"0";"0";"0";"0";"0";
"1028";"112057";"02/07/2021 10:17";"CC07";"OP410A";"215_ALMACEN1_55";"0";"0";"0";"0";"0";"0";"0";"0";
"1029";"112058";"02/07/2021 10:17";"CC07";"OP410A";"216_ALMACEN1_56";"0";"0";"0";"0";"0";"0";"0";"0";
"1030";"112059";"02/07/2021 10:17";"CC07";"OP410A";"217_ALMACEN1_57";"0";"0";"0";"0";"0";"0";"0";"0";
"1031";"112060";"02/07/2021 10:17";"CC07";"OP410A";"218_ALMACEN1_58";"0";"0";"0";"0";"0";"0";"0";"0";
"1032";"112061";"02/07/2021 10:17";"CC07";"OP410A";"219_ALMACEN1_59";"0";"0";"0";"0";"0";"0";"0";"0";
"1033";"112062";"02/07/2021 10:17";"CC07";"OP410A";"220_ALMACEN1_60";"0";"0";"0";"0";"0";"0";"0";"0";
"1034";"112063";"02/07/2021 10:17";"CC07";"OP410A";"221_ALMACEN1_61";"0";"0";"0";"0";"0";"0";"0";"0";
"1035";"112064";"02/07/2021 10:17";"CC07";"OP410A";"222_ALMACEN1_62";"0";"0";"0";"0";"0";"0";"0";"0";
"1036";"112065";"02/07/2021 10:17";"CC07";"OP410A";"223_ALMACEN1_63";"0";"0";"0";"0";"0";"0";"0";"0";
"1037";"112066";"02/07/2021 10:17";"CC07";"OP410A";"224_ALMACEN1_64";"0";"0";"0";"0";"0";"0";"0";"0";
"1038";"112067";"02/07/2021 10:17";"CC07";"OP410A";"225_ALMACEN1_65";"0";"0";"0";"0";"0";"0";"0";"0";
"1039";"112068";"02/07/2021 10:17";"CC07";"OP410A";"226_ALMACEN1_66";"0";"0";"0";"0";"0";"0";"0";"0";
"1040";"112069";"02/07/2021 10:17";"CC07";"OP410A";"227_ALMACEN1_67";"0";"0";"0";"0";"0";"0";"0";"0";
"1041";"112070";"02/07/2021 10:17";"CC07";"OP410A";"228_ALMACEN1_68";"0";"0";"0";"0";"0";"0";"0";"0";
"1042";"112071";"02/07/2021 10:17";"CC07";"OP410A";"229_ALMACEN1_69";"0";"0";"0";"0";"0";"0";"0";"0";
"1043";"112072";"02/07/2021 10:17";"CC07";"OP410A";"230_ALMACEN1_70";"0";"0";"0";"0";"0";"0";"0";"0";
"1044";"112073";"02/07/2021 10:17";"CC07";"OP410A";"231_ALMACEN1_71";"0";"0";"0";"0";"0";"0";"0";"0";
"1045";"112074";"02/07/2021 10:17";"CC07";"OP410A";"232_ALMACEN1_72";"0";"0";"0";"0";"0";"0";"0";"0";
"1046";"112075";"02/07/2021 10:17";"CC07";"OP410A";"233_ALMACEN1_73";"0";"0";"0";"0";"0";"0";"0";"0";
"1047";"112076";"02/07/2021 10:17";"CC07";"OP410A";"234_ALMACEN1_74";"0";"0";"0";"0";"0";"0";"0";"0";
"1048";"112077";"02/07/2021 10:17";"CC07";"OP410A";"235_ALMACEN1_75";"0";"0";"0";"0";"0";"0";"0";"0";
"1049";"112078";"02/07/2021 10:17";"CC07";"OP410A";"236_ALMACEN1_76";"0";"0";"0";"0";"0";"0";"0";"0";
"1050";"112079";"02/07/2021 10:17";"CC07";"OP410A";"237_ALMACEN1_77";"0";"0";"0";"0";"0";"0";"0";"0";
"1051";"112080";"02/07/2021 10:17";"CC07";"OP410A";"238_ALMACEN1_78";"0";"0";"0";"0";"0";"0";"0";"0";
"1052";"112081";"02/07/2021 10:17";"CC07";"OP410A";"239_ALMACEN1_79";"0";"0";"0";"0";"0";"0";"0";"0";
"1053";"112082";"02/07/2021 10:17";"CC07";"OP410A";"240_ALMACEN1_80";"0";"0";"0";"0";"0";"0";"0";"0";
"1054";"113001";"02/07/2021 10:18";"CC07";"OP410B";"160_SP1";"41002";"3";"2";"200";"50";"59";"1500";"0";
"1055";"113002";"02/07/2021 10:18";"CC07";"OP410B";"161_ALMACEN1_1";"41001";"1";"2";"120";"50";"31000";"31000";"0";
"1056";"113003";"02/07/2021 10:18";"CC07";"OP410B";"162_ALMACEN1_2";"0";"0";"0";"0";"0";"0";"0";"0";
"1057";"113004";"02/07/2021 10:18";"CC07";"OP410B";"163_ALMACEN1_3";"41003";"1";"2";"200";"50";"1389";"2900";"0";
"1058";"113005";"02/07/2021 10:18";"CC07";"OP410B";"164_ALMACEN1_4";"41004";"1";"2";"240";"50";"1692";"2100";"0";
"1059";"113006";"02/07/2021 10:18";"CC07";"OP410B";"165_ALMACEN1_5";"41005";"1";"2";"200";"50";"53";"2400";"0";
"1060";"113007";"02/07/2021 10:18";"CC07";"OP410B";"166_ALMACEN1_6";"41006";"1";"2";"250";"50";"37261";"60000";"0";
"1061";"113008";"02/07/2021 10:18";"CC07";"OP410B";"167_ALMACEN1_7";"41007";"1";"2";"250";"50";"58027";"100000";"0";
"1062";"113009";"02/07/2021 10:18";"CC07";"OP410B";"168_ALMACEN1_8";"41008";"1";"2";"250";"50";"59960";"100000";"0";
"1063";"113010";"02/07/2021 10:18";"CC07";"OP410B";"169_ALMACEN1_9";"41001";"2";"2";"120";"50";"31000";"31000";"0";
"1064";"113011";"02/07/2021 10:18";"CC07";"OP410B";"170_ALMACEN1_10";"0";"0";"0";"0";"0";"0";"0";"0";
"1065";"113012";"02/07/2021 10:18";"CC07";"OP410B";"171_ALMACEN1_11";"41003";"2";"2";"200";"50";"1392";"2900";"0";
"1066";"113013";"02/07/2021 10:18";"CC07";"OP410B";"172_ALMACEN1_12";"41004";"2";"2";"240";"50";"592";"2100";"0";
"1067";"113014";"02/07/2021 10:18";"CC07";"OP410B";"173_ALMACEN1_13";"41005";"2";"2";"200";"50";"892";"2400";"0";
"1068";"113015";"02/07/2021 10:18";"CC07";"OP410B";"174_ALMACEN1_14";"41006";"2";"2";"250";"50";"32275";"60000";"0";
"1069";"113016";"02/07/2021 10:18";"CC07";"OP410B";"175_ALMACEN1_15";"41007";"2";"2";"250";"50";"57996";"100000";"0";
"1070";"113017";"02/07/2021 10:18";"CC07";"OP410B";"176_ALMACEN1_16";"41008";"2";"2";"250";"50";"59941";"100000";"0";
"1071";"113018";"02/07/2021 10:18";"CC07";"OP410B";"177_ALMACEN1_17";"41009";"1";"2";"200";"50";"2442";"9350";"0";
"1072";"113019";"02/07/2021 10:18";"CC07";"OP410B";"178_ALMACEN1_18";"41010";"1";"2";"250";"50";"57184";"100000";"0";
"1073";"113020";"02/07/2021 10:18";"CC07";"OP410B";"179_ALMACEN1_19";"41011";"1";"2";"200";"50";"333";"2850";"0";
"1074";"113021";"02/07/2021 10:18";"CC07";"OP410B";"180_ALMACEN1_20";"41012";"3";"2";"240";"50";"1131";"9876";"0";
"1075";"113022";"02/07/2021 10:18";"CC07";"OP410B";"181_ALMACEN1_21";"0";"0";"0";"0";"0";"0";"0";"0";
"1076";"113023";"02/07/2021 10:18";"CC07";"OP410B";"182_ALMACEN1_22";"41013";"3";"0";"710";"0";"0";"0";"0";
"1077";"113024";"02/07/2021 10:18";"CC07";"OP410B";"183_ALMACEN1_23";"41011";"2";"2";"200";"50";"334";"2850";"0";
"1078";"113025";"02/07/2021 10:18";"CC07";"OP410B";"184_ALMACEN1_24";"0";"0";"0";"0";"0";"0";"0";"0";
"1079";"113026";"02/07/2021 10:18";"CC07";"OP410B";"185_ALMACEN1_25";"41009";"2";"2";"200";"50";"2442";"9350";"0";
"1080";"113027";"02/07/2021 10:18";"CC07";"OP410B";"186_ALMACEN1_26";"41010";"2";"2";"250";"50";"57153";"100000";"0";
"1081";"113028";"02/07/2021 10:18";"CC07";"OP410B";"187_ALMACEN1_27";"0";"0";"0";"0";"0";"0";"0";"0";
"1082";"113029";"02/07/2021 10:18";"CC07";"OP410B";"188_ALMACEN1_28";"41012";"2";"2";"240";"50";"1128";"9876";"0";
"1083";"113030";"02/07/2021 10:18";"CC07";"OP410B";"189_ALMACEN1_29";"0";"0";"0";"0";"0";"0";"0";"0";
"1084";"113031";"02/07/2021 10:18";"CC07";"OP410B";"190_ALMACEN1_30";"41013";"2";"0";"710";"0";"0";"0";"0";
"1085";"113032";"02/07/2021 10:18";"CC07";"OP410B";"191_ALMACEN1_31";"0";"0";"0";"0";"0";"0";"0";"0";
"1086";"113033";"02/07/2021 10:18";"CC07";"OP410B";"192_ALMACEN1_32";"0";"0";"0";"0";"0";"0";"0";"0";
"1087";"113034";"02/07/2021 10:18";"CC07";"OP410B";"193_ALMACEN1_33";"0";"0";"0";"0";"0";"0";"0";"0";
"1088";"113035";"02/07/2021 10:18";"CC07";"OP410B";"194_ALMACEN1_34";"0";"0";"0";"0";"0";"0";"0";"0";
"1089";"113036";"02/07/2021 10:18";"CC07";"OP410B";"195_ALMACEN1_35";"0";"0";"0";"0";"0";"0";"0";"0";
"1090";"113037";"02/07/2021 10:18";"CC07";"OP410B";"196_ALMACEN1_36";"0";"0";"0";"0";"0";"0";"0";"0";
"1091";"113038";"02/07/2021 10:18";"CC07";"OP410B";"197_ALMACEN1_37";"0";"0";"0";"0";"0";"0";"0";"0";
"1092";"113039";"02/07/2021 10:18";"CC07";"OP410B";"198_ALMACEN1_38";"0";"0";"0";"0";"0";"0";"0";"0";
"1093";"113041";"02/07/2021 10:18";"CC07";"OP410B";"199_ALMACEN1_39";"0";"0";"0";"0";"0";"0";"0";"0";
"1094";"113042";"02/07/2021 10:18";"CC07";"OP410B";"200_ALMACEN1_40";"0";"0";"0";"0";"0";"0";"0";"0";
"1095";"113043";"02/07/2021 10:18";"CC07";"OP410B";"201_ALMACEN1_41";"0";"0";"0";"0";"0";"0";"0";"0";
"1096";"113044";"02/07/2021 10:18";"CC07";"OP410B";"202_ALMACEN1_42";"0";"0";"0";"0";"0";"0";"0";"0";
"1097";"113045";"02/07/2021 10:18";"CC07";"OP410B";"203_ALMACEN1_43";"0";"0";"0";"0";"0";"0";"0";"0";
"1098";"113046";"02/07/2021 10:18";"CC07";"OP410B";"204_ALMACEN1_44";"0";"0";"0";"0";"0";"0";"0";"0";
"1099";"113047";"02/07/2021 10:18";"CC07";"OP410B";"205_ALMACEN1_45";"0";"0";"0";"0";"0";"0";"0";"0";
"1100";"113048";"02/07/2021 10:18";"CC07";"OP410B";"206_ALMACEN1_46";"0";"0";"0";"0";"0";"0";"0";"0";
"1101";"113049";"02/07/2021 10:18";"CC07";"OP410B";"207_ALMACEN1_47";"0";"0";"0";"0";"0";"0";"0";"0";
"1102";"113050";"02/07/2021 10:18";"CC07";"OP410B";"208_ALMACEN1_48";"0";"0";"0";"0";"0";"0";"0";"0";
"1103";"113051";"02/07/2021 10:18";"CC07";"OP410B";"209_ALMACEN1_49";"0";"0";"0";"0";"0";"0";"0";"0";
"1104";"113052";"02/07/2021 10:18";"CC07";"OP410B";"210_ALMACEN1_50";"0";"0";"0";"0";"0";"0";"0";"0";
"1105";"113053";"02/07/2021 10:18";"CC07";"OP410B";"211_ALMACEN1_51";"0";"0";"0";"0";"0";"0";"0";"0";
"1106";"113054";"02/07/2021 10:18";"CC07";"OP410B";"212_ALMACEN1_52";"0";"0";"0";"0";"0";"0";"0";"0";
"1107";"113055";"02/07/2021 10:18";"CC07";"OP410B";"213_ALMACEN1_53";"0";"0";"0";"0";"0";"0";"0";"0";
"1108";"113056";"02/07/2021 10:18";"CC07";"OP410B";"214_ALMACEN1_54";"0";"0";"0";"0";"0";"0";"0";"0";
"1109";"113057";"02/07/2021 10:18";"CC07";"OP410B";"215_ALMACEN1_55";"0";"0";"0";"0";"0";"0";"0";"0";
"1110";"113058";"02/07/2021 10:18";"CC07";"OP410B";"216_ALMACEN1_56";"0";"0";"0";"0";"0";"0";"0";"0";
"1111";"113059";"02/07/2021 10:18";"CC07";"OP410B";"217_ALMACEN1_57";"0";"0";"0";"0";"0";"0";"0";"0";
"1112";"113060";"02/07/2021 10:18";"CC07";"OP410B";"218_ALMACEN1_58";"0";"0";"0";"0";"0";"0";"0";"0";
"1113";"113061";"02/07/2021 10:18";"CC07";"OP410B";"219_ALMACEN1_59";"0";"0";"0";"0";"0";"0";"0";"0";
"1114";"113062";"02/07/2021 10:18";"CC07";"OP410B";"220_ALMACEN1_60";"0";"0";"0";"0";"0";"0";"0";"0";
"1115";"113063";"02/07/2021 10:18";"CC07";"OP410B";"221_ALMACEN1_61";"0";"0";"0";"0";"0";"0";"0";"0";
"1116";"113064";"02/07/2021 10:18";"CC07";"OP410B";"222_ALMACEN1_62";"0";"0";"0";"0";"0";"0";"0";"0";
"1117";"113065";"02/07/2021 10:18";"CC07";"OP410B";"223_ALMACEN1_63";"0";"0";"0";"0";"0";"0";"0";"0";
"1118";"113066";"02/07/2021 10:18";"CC07";"OP410B";"224_ALMACEN1_64";"0";"0";"0";"0";"0";"0";"0";"0";
"1119";"113067";"02/07/2021 10:18";"CC07";"OP410B";"225_ALMACEN1_65";"0";"0";"0";"0";"0";"0";"0";"0";
"1120";"113068";"02/07/2021 10:18";"CC07";"OP410B";"226_ALMACEN1_66";"0";"0";"0";"0";"0";"0";"0";"0";
"1121";"113069";"02/07/2021 10:18";"CC07";"OP410B";"227_ALMACEN1_67";"0";"0";"0";"0";"0";"0";"0";"0";
"1122";"113070";"02/07/2021 10:18";"CC07";"OP410B";"228_ALMACEN1_68";"0";"0";"0";"0";"0";"0";"0";"0";
"1123";"113071";"02/07/2021 10:18";"CC07";"OP410B";"229_ALMACEN1_69";"0";"0";"0";"0";"0";"0";"0";"0";
"1124";"113072";"02/07/2021 10:18";"CC07";"OP410B";"230_ALMACEN1_70";"0";"0";"0";"0";"0";"0";"0";"0";
"1125";"113073";"02/07/2021 10:18";"CC07";"OP410B";"231_ALMACEN1_71";"0";"0";"0";"0";"0";"0";"0";"0";
"1126";"113074";"02/07/2021 10:18";"CC07";"OP410B";"232_ALMACEN1_72";"0";"0";"0";"0";"0";"0";"0";"0";
"1127";"113075";"02/07/2021 10:18";"CC07";"OP410B";"233_ALMACEN1_73";"0";"0";"0";"0";"0";"0";"0";"0";
"1128";"113076";"02/07/2021 10:18";"CC07";"OP410B";"234_ALMACEN1_74";"0";"0";"0";"0";"0";"0";"0";"0";
"1129";"113077";"02/07/2021 10:18";"CC07";"OP410B";"235_ALMACEN1_75";"0";"0";"0";"0";"0";"0";"0";"0";
"1130";"113078";"02/07/2021 10:18";"CC07";"OP410B";"236_ALMACEN1_76";"0";"0";"0";"0";"0";"0";"0";"0";
"1131";"113079";"02/07/2021 10:18";"CC07";"OP410B";"237_ALMACEN1_77";"0";"0";"0";"0";"0";"0";"0";"0";
"1132";"113080";"02/07/2021 10:18";"CC07";"OP410B";"238_ALMACEN1_78";"0";"0";"0";"0";"0";"0";"0";"0";
"1133";"113081";"02/07/2021 10:18";"CC07";"OP410B";"239_ALMACEN1_79";"0";"0";"0";"0";"0";"0";"0";"0";
"1134";"113082";"02/07/2021 10:18";"CC07";"OP410B";"240_ALMACEN1_80";"0";"0";"0";"0";"0";"0";"0";"0";
"1135";"114001";"02/07/2021 10:19";"CC07";"OP410C";"160_SP1";"41011";"1";"2";"200";"50";"391";"2850";"0";
"1136";"114002";"02/07/2021 10:19";"CC07";"OP410C";"161_ALMACEN1_1";"0";"0";"0";"0";"0";"0";"0";"0";
"1137";"114003";"02/07/2021 10:19";"CC07";"OP410C";"162_ALMACEN1_2";"41002";"3";"2";"200";"50";"937";"1500";"0";
"1138";"114004";"02/07/2021 10:19";"CC07";"OP410C";"163_ALMACEN1_3";"41003";"1";"2";"200";"50";"1218";"2900";"0";
"1139";"114005";"02/07/2021 10:19";"CC07";"OP410C";"164_ALMACEN1_4";"41004";"1";"2";"240";"50";"1537";"2100";"0";
"1140";"114006";"02/07/2021 10:19";"CC07";"OP410C";"165_ALMACEN1_5";"41005";"1";"2";"200";"50";"718";"2400";"0";
"1141";"114007";"02/07/2021 10:19";"CC07";"OP410C";"166_ALMACEN1_6";"41006";"1";"2";"250";"50";"33336";"60000";"0";
"1142";"114008";"02/07/2021 10:19";"CC07";"OP410C";"167_ALMACEN1_7";"41007";"1";"2";"250";"50";"70497";"100000";"0";
"1143";"114009";"02/07/2021 10:19";"CC07";"OP410C";"168_ALMACEN1_8";"41008";"1";"2";"250";"50";"20628";"100000";"0";
"1144";"114010";"02/07/2021 10:19";"CC07";"OP410C";"169_ALMACEN1_9";"0";"0";"0";"0";"0";"0";"0";"0";
"1145";"114011";"02/07/2021 10:19";"CC07";"OP410C";"170_ALMACEN1_10";"41002";"2";"2";"200";"50";"938";"1500";"0";
"1146";"114012";"02/07/2021 10:19";"CC07";"OP410C";"171_ALMACEN1_11";"41003";"2";"2";"200";"50";"1212";"2900";"0";
"1147";"114013";"02/07/2021 10:19";"CC07";"OP410C";"172_ALMACEN1_12";"41004";"2";"2";"240";"50";"1536";"2100";"0";
"1148";"114014";"02/07/2021 10:19";"CC07";"OP410C";"173_ALMACEN1_13";"41005";"2";"2";"200";"50";"712";"2400";"0";
"1149";"114015";"02/07/2021 10:19";"CC07";"OP410C";"174_ALMACEN1_14";"41006";"2";"2";"250";"50";"2678";"60000";"0";
"1150";"114016";"02/07/2021 10:19";"CC07";"OP410C";"175_ALMACEN1_15";"41007";"2";"2";"250";"50";"70368";"100000";"0";
"1151";"114017";"02/07/2021 10:19";"CC07";"OP410C";"176_ALMACEN1_16";"41008";"2";"2";"250";"50";"20074";"100000";"0";
"1152";"114018";"02/07/2021 10:19";"CC07";"OP410C";"177_ALMACEN1_17";"41009";"1";"2";"200";"50";"6890";"9350";"0";
"1153";"114019";"02/07/2021 10:19";"CC07";"OP410C";"178_ALMACEN1_18";"41010";"1";"2";"250";"50";"70873";"100000";"0";
"1154";"114020";"02/07/2021 10:19";"CC07";"OP410C";"179_ALMACEN1_19";"0";"0";"0";"0";"0";"0";"0";"0";
"1155";"114021";"02/07/2021 10:19";"CC07";"OP410C";"180_ALMACEN1_20";"0";"0";"0";"0";"0";"0";"0";"0";
"1156";"114022";"02/07/2021 10:19";"CC07";"OP410C";"181_ALMACEN1_21";"0";"0";"0";"0";"0";"0";"0";"0";
"1157";"114023";"02/07/2021 10:19";"CC07";"OP410C";"182_ALMACEN1_22";"41013";"1";"0";"710";"0";"0";"0";"0";
"1158";"114024";"02/07/2021 10:19";"CC07";"OP410C";"183_ALMACEN1_23";"0";"0";"0";"0";"0";"0";"0";"0";
"1159";"114025";"02/07/2021 10:19";"CC07";"OP410C";"184_ALMACEN1_24";"0";"0";"0";"0";"0";"0";"0";"0";
"1160";"114026";"02/07/2021 10:19";"CC07";"OP410C";"185_ALMACEN1_25";"41009";"2";"2";"200";"50";"6847";"9350";"0";
"1161";"114027";"02/07/2021 10:19";"CC07";"OP410C";"186_ALMACEN1_26";"41010";"2";"2";"250";"50";"70370";"100000";"0";
"1162";"114028";"02/07/2021 10:19";"CC07";"OP410C";"187_ALMACEN1_27";"0";"0";"0";"0";"0";"0";"0";"0";
"1163";"114029";"02/07/2021 10:19";"CC07";"OP410C";"188_ALMACEN1_28";"0";"0";"0";"0";"0";"0";"0";"0";
"1164";"114030";"02/07/2021 10:19";"CC07";"OP410C";"189_ALMACEN1_29";"0";"0";"0";"0";"0";"0";"0";"0";
"1165";"114031";"02/07/2021 10:19";"CC07";"OP410C";"190_ALMACEN1_30";"41013";"2";"0";"710";"0";"0";"0";"0";
"1166";"114032";"02/07/2021 10:19";"CC07";"OP410C";"191_ALMACEN1_31";"0";"0";"0";"0";"0";"0";"0";"0";
"1167";"114033";"02/07/2021 10:19";"CC07";"OP410C";"192_ALMACEN1_32";"0";"0";"0";"0";"0";"0";"0";"0";
"1168";"114034";"02/07/2021 10:19";"CC07";"OP410C";"193_ALMACEN1_33";"0";"0";"0";"0";"0";"0";"0";"0";
"1169";"114035";"02/07/2021 10:19";"CC07";"OP410C";"194_ALMACEN1_34";"0";"0";"0";"0";"0";"0";"0";"0";
"1170";"114036";"02/07/2021 10:19";"CC07";"OP410C";"195_ALMACEN1_35";"0";"0";"0";"0";"0";"0";"0";"0";
"1171";"114037";"02/07/2021 10:19";"CC07";"OP410C";"196_ALMACEN1_36";"0";"0";"0";"0";"0";"0";"0";"0";
"1172";"114038";"02/07/2021 10:19";"CC07";"OP410C";"197_ALMACEN1_37";"0";"0";"0";"0";"0";"0";"0";"0";
"1173";"114039";"02/07/2021 10:19";"CC07";"OP410C";"198_ALMACEN1_38";"0";"0";"0";"0";"0";"0";"0";"0";
"1174";"114041";"02/07/2021 10:19";"CC07";"OP410C";"199_ALMACEN1_39";"0";"0";"0";"0";"0";"0";"0";"0";
"1175";"114042";"02/07/2021 10:19";"CC07";"OP410C";"200_ALMACEN1_40";"0";"0";"0";"0";"0";"0";"0";"0";
"1176";"114043";"02/07/2021 10:19";"CC07";"OP410C";"201_ALMACEN1_41";"0";"0";"0";"0";"0";"0";"0";"0";
"1177";"114044";"02/07/2021 10:19";"CC07";"OP410C";"202_ALMACEN1_42";"0";"0";"0";"0";"0";"0";"0";"0";
"1178";"114045";"02/07/2021 10:19";"CC07";"OP410C";"203_ALMACEN1_43";"0";"0";"0";"0";"0";"0";"0";"0";
"1179";"114046";"02/07/2021 10:19";"CC07";"OP410C";"204_ALMACEN1_44";"0";"0";"0";"0";"0";"0";"0";"0";
"1180";"114047";"02/07/2021 10:19";"CC07";"OP410C";"205_ALMACEN1_45";"0";"0";"0";"0";"0";"0";"0";"0";
"1181";"114048";"02/07/2021 10:19";"CC07";"OP410C";"206_ALMACEN1_46";"0";"0";"0";"0";"0";"0";"0";"0";
"1182";"114049";"02/07/2021 10:19";"CC07";"OP410C";"207_ALMACEN1_47";"0";"0";"0";"0";"0";"0";"0";"0";
"1183";"114050";"02/07/2021 10:19";"CC07";"OP410C";"208_ALMACEN1_48";"0";"0";"0";"0";"0";"0";"0";"0";
"1184";"114051";"02/07/2021 10:19";"CC07";"OP410C";"209_ALMACEN1_49";"0";"0";"0";"0";"0";"0";"0";"0";
"1185";"114052";"02/07/2021 10:19";"CC07";"OP410C";"210_ALMACEN1_50";"0";"0";"0";"0";"0";"0";"0";"0";
"1186";"114053";"02/07/2021 10:19";"CC07";"OP410C";"211_ALMACEN1_51";"0";"0";"0";"0";"0";"0";"0";"0";
"1187";"114054";"02/07/2021 10:19";"CC07";"OP410C";"212_ALMACEN1_52";"0";"0";"0";"0";"0";"0";"0";"0";
"1188";"114055";"02/07/2021 10:19";"CC07";"OP410C";"213_ALMACEN1_53";"0";"0";"0";"0";"0";"0";"0";"0";
"1189";"114056";"02/07/2021 10:19";"CC07";"OP410C";"214_ALMACEN1_54";"0";"0";"0";"0";"0";"0";"0";"0";
"1190";"114057";"02/07/2021 10:19";"CC07";"OP410C";"215_ALMACEN1_55";"0";"0";"0";"0";"0";"0";"0";"0";
"1191";"114058";"02/07/2021 10:19";"CC07";"OP410C";"216_ALMACEN1_56";"0";"0";"0";"0";"0";"0";"0";"0";
"1192";"114059";"02/07/2021 10:19";"CC07";"OP410C";"217_ALMACEN1_57";"0";"0";"0";"0";"0";"0";"0";"0";
"1193";"114060";"02/07/2021 10:19";"CC07";"OP410C";"218_ALMACEN1_58";"0";"0";"0";"0";"0";"0";"0";"0";
"1194";"114061";"02/07/2021 10:19";"CC07";"OP410C";"219_ALMACEN1_59";"0";"0";"0";"0";"0";"0";"0";"0";
